Date,close,pred_up,position,strategy_ret,buy_hold_ret,strategy_cum,buy_hold_cum
2024-02-23,672.1781616210938,0,0,0.0,0.007225375241278087,0.9799137689234881,1.3145268966162644
2024-02-26,673.1425170898438,0,0,0.0,0.0014346724184317594,0.9799137689234881,1.3164128120981264
2024-02-27,673.1425170898438,0,0,0.0,0.0,0.9799137689234881,1.3164128120981264
2024-02-29,665.4275512695312,0,0,-0.0,-0.011461118001676929,0.9799137689234881,1.3013252495197505
2024-03-01,664.4630737304688,0,0,-0.0,-0.0014494102885016513,0.9799137689234881,1.2994390953144095
2024-03-04,699.1810302734375,0,0,0.0,0.05224964022161993,0.9799137689234881,1.3673343205344948
2024-03-05,704.0029296875,0,0,0.0,0.006896496336830982,0.9799137689234881,1.3767641366672843
2024-03-06,708.8248901367188,0,0,0.0,0.006849347134619377,0.9799137689234881,1.3861940721618131
2024-03-07,732.9345092773438,0,0,0.0,0.03401350527628155,0.9799137689234881,1.433343391549239
2024-03-08,756.0799560546875,0,0,0.0,0.03157914722853561,0.9799137689234881,1.4786071535400211
2024-03-11,738.7210083007812,0,0,-0.0,-0.022959142898705154,0.9799137689234881,1.444659600610848
2024-03-12,742.5784301757812,0,0,0.0,0.005221757377487979,0.9799137689234881,1.4522032625382966
2024-03-13,751.2579345703125,0,0,0.0,0.011688333571009624,0.9799137689234881,1.4691770986837527
2024-03-14,756.0799560546875,0,0,0.0,0.00641859641340492,0.9799137689234881,1.478607153540021
2024-03-15,726.183837890625,0,0,-0.0,-0.03954094791781537,0.9799137689234881,1.4201416250909857
2024-03-18,740.2325439453125,0,0,0.0,0.019345936003609454,0.9799137689234881,1.4476155940860578
2024-03-19,738.2947998046875,0,0,-0.0,-0.002617750538631003,0.9799137689234881,1.4438260975849084
2024-03-20,734.4193115234375,0,0,-0.0,-0.005249242284078415,0.9799137689234881,1.4362471045826097
2024-03-21,759.6104125976562,0,0,0.0,0.03430070625725201,0.9799137689234881,1.4855113946297265
2024-03-22,760.5792236328125,0,0,0.0,0.001275405153864595,0.9799137689234881,1.4874060235185618
2024-03-25,755.73486328125,0,0,-0.0,-0.006369304079099081,0.9799137689234881,1.4779322822656884
2024-03-26,757.672607421875,0,0,0.0,0.002564052864005406,0.9799137689234881,1.4817217787668377
2024-03-27,754.7659301757812,0,0,-0.0,-0.0038363235223513037,0.9799137689234881,1.4760374146533743
2024-03-28,745.0770263671875,0,0,-0.0,-0.012836964973150344,0.9799137689234881,1.4570895740624097
2024-03-29,751.8592529296875,0,0,0.0,0.009102718675367605,0.9799137689234881,1.470353050539911
2024-04-01,746.0458984375,0,0,-0.0,-0.007731971734783127,0.9799137689234881,1.4589843223129841
2024-04-02,765.4237670898438,0,0,0.0,0.025974097160681664,0.9799137689234881,1.4968801228566528
2024-04-03,755.73486328125,0,0,-0.0,-0.012658221791872482,0.9799137689234881,1.477932282265688
2024-04-08,758.6415405273438,0,0,0.0,0.003846160058665893,0.9799137689234881,1.4836166463791511
2024-04-09,793.521484375,0,0,0.0,0.045976844114561155,0.9799137689234881,1.5518286576554934
2024-04-10,789.64599609375,0,0,-0.0,-0.004883910968462857,0.9799137689234881,1.5442496646531947
2024-04-11,794.4904174804688,0,0,0.0,0.006134928069898793,0.9799137689234881,1.5537235252678074
2024-04-12,792.5526733398438,0,0,-0.0,-0.0024389773595634434,0.9799137689234881,1.549934028766658
2024-04-15,780.9259643554688,0,0,-0.0,-0.01466995112814351,0.9799137689234881,1.5271965723128047
2024-04-16,763.4859619140625,0,0,-0.0,-0.022332465864161932,0.9799137689234881,1.4930905069937639
2024-04-17,778.9882202148438,0,0,0.0,0.020304575426530524,0.9799137689234881,1.5234070758116556
2024-04-18,778.9882202148438,0,0,0.0,0.0,0.9799137689234881,1.5234070758116556
2024-04-19,726.6680908203125,0,0,-0.0,-0.06716421126381278,0.9799137689234881,1.4210886411310544
2024-04-22,718.9170532226562,0,0,-0.0,-0.010666544596593441,0.9799137689234881,1.4059305357647176
2024-04-23,730.543701171875,0,0,0.0,0.016172447011933544,0.9799137689234881,1.4286678728568318
2024-04-24,758.6415405273438,0,0,0.0,0.038461544888275245,0.9799137689234881,1.4836166463791516
2024-04-25,742.1702880859375,0,0,-0.0,-0.02171150874490324,0.9799137689234881,1.4514050905872067
2024-04-26,757.672607421875,0,0,0.0,0.02088781993135047,0.9799137689234881,1.4817217787668377
2024-04-29,770.2682495117188,0,0,0.0,0.016624122300927358,0.9799137689234881,1.5063541028330052
2024-04-30,765.4237670898438,0,0,-0.0,-0.006289344556193233,0.9799137689234881,1.496880122856653
2024-05-02,747.983642578125,0,0,-0.0,-0.0227849268099245,0.9799137689234881,1.4627738188141335
2024-05-03,755.73486328125,0,0,0.0,0.010362821139254352,0.9799137689234881,1.4779322822656884
2024-05-06,761.5482177734375,0,0,0.0,0.007692320117332008,0.9799137689234881,1.4893010104926152
2024-05-07,775.1126098632812,0,0,0.0,0.01781159980848268,0.9799137689234881,1.5158278440858786
2024-05-08,777.0504760742188,0,0,0.0,0.002500109256743155,0.9799137689234881,1.5196175793105067
2024-05-09,771.2371215820312,0,0,-0.0,-0.0074813087066846196,0.9799137689234881,1.5082488510835799
2024-05-10,777.0504760742188,0,0,0.0,0.007537700571599304,0.9799137689234881,1.5196175793105064
2024-05-13,793.521484375,0,0,0.0,0.0211968318763478,0.9799137689234881,1.5518286576554938
2024-05-14,799.3348388671875,0,0,0.0,0.007326020286352097,0.9799137689234881,1.5631973858824204
2024-05-15,812.8994140625,0,0,0.0,0.016969828582144686,0.9799137689234881,1.5897245775609017
2024-05-16,814.8372192382812,0,0,0.0,0.0023838191321814417,0.9799137689234881,1.5935141934237904
2024-05-17,809.02392578125,0,0,-0.0,-0.007134300348314415,0.9799137689234881,1.5821455845586032
2024-05-20,809.02392578125,0,0,0.0,0.0,0.9799137689234881,1.5821455845586032
2024-05-21,814.8372192382812,0,0,0.0,0.007185564322362392,0.9799137689234881,1.5935141934237906
2024-05-22,837.1217651367188,0,0,0.0,0.027348463438218173,0.9799137689234881,1.637094358080923
2024-05-23,847.7794189453125,0,0,0.0,0.012731306546369892,0.9799137689234881,1.6579367081989838
2024-05-24,840.0282592773438,0,0,-0.0,-0.009142896719068316,0.9799137689234881,1.6427783641091684
2024-05-27,841.9661254882812,0,0,0.0,0.0023069059755258525,0.9799137689234881,1.6465680993337966
2024-05-28,838.090576171875,0,0,-0.0,-0.00460297534435683,0.9799137689234881,1.6389889869697587
2024-05-29,830.33935546875,0,0,-0.0,-0.00924866705759897,0.9799137689234881,1.623830523518204
2024-05-30,811.9304809570312,0,0,-0.0,-0.02217030228722139,0.9799137689234881,1.5878297099485885
2024-05-31,795.4593505859375,0,0,-0.0,-0.020286380124169057,0.9799137689234881,1.5556183928801224
2024-06-03,819.681640625,0,0,0.0,0.030450694961622338,0.9799137689234881,1.602988054038404
2024-06-04,812.8994140625,0,0,-0.0,-0.008274220412364697,0.9799137689234881,1.5897245775609028
2024-06-05,827.432861328125,0,0,0.0,0.017878530866437092,0.9799137689234881,1.618146517489959
2024-06-06,866.1884155273438,0,0,0.0,0.046838306780578653,0.9799137689234881,1.6939377604920787
2024-06-07,851.6550903320312,0,0,-0.0,-0.01677848021837658,0.9799137689234881,1.6655160592865013
2024-06-11,855.5307006835938,0,0,0.0,0.004550680663520268,0.9799137689234881,1.6730952910122787
2024-06-12,880.7217407226562,0,0,0.0,0.029444928181927565,0.9799137689234881,1.7223594616976565
2024-06-13,893.8521118164062,0,0,0.0,0.014908648766835508,0.9799137689234881,1.7480375139623427
2024-06-14,896.7700805664062,0,0,0.0,0.0032644871689908594,0.9799137689234881,1.7537439599975875
2024-06-17,895.79736328125,0,0,-0.0,-0.001084689717281706,0.9799137689234881,1.7518416919574331
2024-06-18,917.1953735351562,0,0,0.0,0.02388711011107092,0.9799137689234881,1.793688127350385
2024-06-19,954.155517578125,0,0,0.0,0.0402969150405903,0.9799137689234881,1.8659682254275392
2024-06-20,954.155517578125,0,0,0.0,0.0,0.9799137689234881,1.8659682254275392
2024-06-21,943.45654296875,0,0,-0.0,-0.011213030174086924,0.9799137689234881,1.8450450674119327
2024-06-24,914.2774658203125,0,0,-0.0,-0.03092784438869911,0.9799137689234881,1.7879818006768797
2024-06-25,919.1406860351562,0,0,0.0,0.005319195098481888,0.9799137689234881,1.797492424707215
2024-06-26,933.730224609375,0,0,0.0,0.015873020089180123,0.9799137689234881,1.8260240580747418
2024-06-27,933.730224609375,0,0,0.0,0.0,0.9799137689234881,1.8260240580747418
2024-06-28,939.5659790039062,0,0,0.0,0.006249936267161749,0.9799137689234881,1.8374365920600129
2024-07-01,941.51123046875,0,0,0.0,0.002070372393544906,0.9799137689234881,1.8412407700551032
2024-07-02,933.730224609375,0,0,-0.0,-0.008264379231569086,0.9799137689234881,1.8260240580747416
2024-07-03,952.2103271484375,0,0,0.0,0.01979169363055977,0.9799137689234881,1.8621641667941884
2024-07-04,977.498779296875,0,0,0.0,0.02655763272823153,0.9799137689234881,1.9116188388155817
2024-07-05,977.498779296875,0,0,0.0,0.0,0.9799137689234881,1.9116188388155817
2024-07-08,1006.6779174804688,0,0,0.0,0.029850818028215542,0.9799137689234881,1.9686822249123743
2024-07-09,1011.5411376953125,0,0,0.0,0.004830959466177065,0.9799137689234881,1.9781928489427092
2024-07-10,1016.404296875,0,0,0.0,0.004807673161733916,0.9799137689234881,1.987703353611305
2024-07-11,1050.4464111328125,0,0,0.0,0.03349269022423185,0.9799137689234881,2.054276886291475
2024-07-12,1011.5411376953125,0,0,-0.0,-0.037036895004995185,0.9799137689234881,1.9781928489427092
2024-07-15,1011.5411376953125,0,0,0.0,0.0,0.9799137689234881,1.9781928489427092
2024-07-16,1026.130615234375,0,0,0.0,0.014423019485201527,0.9799137689234881,2.0067243629484963
2024-07-17,1001.814697265625,0,0,-0.0,-0.02369670839924809,0.9799137689234881,1.959171600882039
2024-07-18,977.498779296875,0,0,-0.0,-0.024271871869237294,0.9799137689234881,1.9116188388155817
2024-07-19,943.45654296875,0,0,-0.0,-0.034825860706048095,0.9799137689234881,1.8450450674119327
2024-07-22,913.3048095703125,0,0,-0.0,-0.03195879409936553,0.9799137689234881,1.7860796519984647
2024-07-23,952.2103271484375,0,0,0.0,0.04259861239144147,0.9799137689234881,1.862164166794188
2024-07-26,898.71533203125,0,0,-0.0,-0.05617980985082127,0.9799137689234881,1.7575481379926774
2024-07-29,918.1680297851562,0,0,0.0,0.02164500488707577,0.9799137689234881,1.7955902760287998
2024-07-30,914.2774658203125,0,0,-0.0,-0.004237311514488362,0.9799137689234881,1.7879818006768797
2024-07-31,908.441650390625,0,0,-0.0,-0.006382980711934549,0.9799137689234881,1.7765691473298693
2024-08-01,933.730224609375,0,0,0.0,0.027837312619777066,0.9799137689234881,1.8260240580747416
2024-08-02,878.2900390625,0,0,-0.0,-0.05937495015765215,0.9799137689234881,1.71760397063988
2024-08-05,792.697998046875,0,0,-0.0,-0.09745304763673202,0.9799137689234881,1.5502182290680717
2024-08-06,855.9193115234375,1,0,0.0,0.07975460217173902,0.9799137689234881,1.6738552672067735
2024-08-07,894.8248291015625,0,1,0.045454655660096766,0.045454655660096766,1.024455411866493,1.7499397820024967
2024-08-08,871.4815063476562,0,0,-0.0,-0.026087030662016675,1.024455411866493,1.7042890492527147
2024-08-09,908.441650390625,0,0,0.0,0.042410703811567085,1.024455411866493,1.7765691473298688
2024-08-12,914.2774658203125,0,0,0.0,0.006423984883539902,1.024455411866493,1.7879818006768793
2024-08-13,915.2501220703125,0,0,0.0,0.001063852371257168,1.024455411866493,1.789883949355294
2024-08-14,922.0585327148438,0,0,0.0,0.0074388524845323545,1.024455411866493,1.8031986320189803
2024-08-15,917.1953735351562,0,0,-0.0,-0.005274241284193515,1.024455411866493,1.7936881273503846
2024-08-16,942.48388671875,0,0,0.0,0.02757156644404346,1.024455411866493,1.8431429187335175
2024-08-19,946.37451171875,0,0,0.0,0.004128054659422453,1.024455411866493,1.850751513447177
2024-08-20,946.37451171875,0,0,0.0,0.0,1.024455411866493,1.850751513447177
2024-08-21,931.784912109375,0,0,-0.0,-0.015416306577063499,1.024455411866493,1.8222197607179111
2024-08-22,924.9764404296875,0,0,-0.0,-0.007306913420903616,1.024455411866493,1.8089049586924857
2024-08-23,923.0311889648438,0,0,-0.0,-0.0021030281203054946,1.024455411866493,1.8051007806973953
2024-08-26,924.0037841796875,0,0,0.0,0.001053697021803135,1.024455411866493,1.8070028100140707
2024-08-27,916.2227172851562,0,0,-0.0,-0.008421033579899428,1.024455411866493,1.7917859786719696
2024-08-28,937.6206665039062,0,0,0.0,0.023354528124072127,1.024455411866493,1.8336322947031822
2024-08-29,917.1953735351562,0,0,-0.0,-0.02178417530504051,1.024455411866493,1.7936881273503844
2024-08-30,918.1680297851562,0,0,0.0,0.0010604678981873672,1.024455411866493,1.7955902760287994
2024-09-02,922.0585327148438,0,0,0.0,0.00423724503955758,1.024455411866493,1.8031986320189803
2024-09-03,914.2774658203125,0,0,-0.0,-0.008438799293599364,1.024455411866493,1.7879818006768793
2024-09-04,864.673095703125,0,0,-0.0,-0.05425526929363966,1.024455411866493,1.6909743665890284
2024-09-05,877.3172607421875,0,0,0.0,0.014623058242352993,1.024455411866493,1.7157015832379858
2024-09-06,892.8794555664062,0,0,0.0,0.017738388973509434,1.024455411866493,1.746135365283927
2024-09-09,874.3994750976562,0,0,-0.0,-0.020697060900597197,1.024455411866493,1.709995495287959
2024-09-10,879.2625732421875,0,0,0.0,0.005561643485648471,1.024455411866493,1.7195058805948156
2024-09-11,876.3447265625,0,0,-0.0,-0.003318515729525795,1.024455411866493,1.7137996732830496
2024-09-12,918.3546142578125,0,0,0.0,0.04793762822091496,1.024455411866493,1.795955164866018
2024-09-13,925.1934204101562,0,0,0.0,0.0074468032785686145,1.024455411866493,1.8093292896759043
2024-09-16,925.1934204101562,0,0,0.0,0.0,1.024455411866493,1.8093292896759043
2024-09-18,919.3316650390625,0,0,-0.0,-0.006335708017135566,1.024455411866493,1.7978659075896666
2024-09-19,937.8941650390625,0,0,0.0,0.02019129842461287,1.024455411866493,1.834167154657247
2024-09-20,950.5948486328125,0,0,0.0,0.013541702323333071,1.024455411866493,1.85900490027685
2024-09-23,954.502685546875,0,0,0.0,0.00411093845046917,1.024455411866493,1.8666471550010089
2024-09-24,964.2723999023438,0,0,0.0,0.01023539745189006,1.024455411866493,1.885753030534884
2024-09-25,981.85791015625,0,0,0.0,0.01823707725709789,1.024455411866493,1.9201436542405552
2024-09-26,991.6275024414062,0,0,0.0,0.009950108039157746,1.024455411866493,1.939249291050952
2024-09-27,976.9730224609375,0,0,-0.0,-0.01477821051189998,1.024455411866493,1.9105906567927482
2024-09-30,934.963134765625,0,0,-0.0,-0.04300004885446285,1.024455411866493,1.8284351652097797
2024-10-01,949.6177368164062,0,0,0.0,0.015673989172262814,1.024455411866493,1.8570940381914622
2024-10-04,954.502685546875,0,0,0.0,0.005144121198541907,1.024455411866493,1.8666471550010086
2024-10-07,981.85791015625,0,0,0.0,0.028659138443075216,1.024455411866493,1.920143654240555
2024-10-08,986.7427978515625,0,0,0.0,0.004975147263961199,1.024455411866493,1.9296966516883625
2024-10-09,996.5125122070312,0,0,0.0,0.009900973563465865,1.024455411866493,1.9488025272222376
2024-10-11,1020.9368896484375,0,0,0.0,0.024509855262441427,1.024455411866493,1.9965673950995346
2024-10-14,1020.9368896484375,0,0,0.0,0.0,1.024455411866493,1.9965673950995346
2024-10-15,1045.3612060546875,0,0,0.0,0.02392343410635367,1.024455411866493,2.0443321436150925
2024-10-16,1020.9368896484375,0,0,-0.0,-0.02336447561358257,1.024455411866493,1.9965673950995346
2024-10-17,1011.1671752929688,0,0,-0.0,-0.009569361685846212,1.024455411866493,1.9774615195656593
2024-10-18,1060.015625,0,0,0.0,0.048308974915921565,1.024455411866493,2.0729906585115567
2024-10-21,1060.015625,0,0,0.0,0.0,1.024455411866493,2.0729906585115567
2024-10-22,1050.24609375,0,0,-0.0,-0.009216403060096412,1.024455411866493,2.0538851410628993
2024-10-23,1035.5914306640625,0,0,-0.0,-0.013953551622945537,1.024455411866493,2.0252261487194776
2024-10-24,1035.5914306640625,0,0,0.0,0.0,1.024455411866493,2.0252261487194776
2024-10-25,1040.476318359375,0,0,0.0,0.004717002816622573,1.024455411866493,2.034779146167285
2024-10-28,1025.8216552734375,0,0,-0.0,-0.014084571486494779,1.024455411866493,2.006120153823863
2024-10-29,1016.0520629882812,0,0,-0.0,-0.009523675226520867,1.024455411866493,1.9870145170134665
2024-10-30,1006.2822265625,0,0,-0.0,-0.009615488006635697,1.024455411866493,1.9679084027561125
2024-11-01,1001.3973388671875,0,0,-0.0,-0.004854391309284556,1.024455411866493,1.9583554053083052
2024-11-04,1016.0520629882812,0,0,0.0,0.014634275079731696,1.024455411866493,1.9870145170134663
2024-11-05,1025.8216552734375,0,0,0.0,0.009615247723057774,1.024455411866493,2.0061201538238627
2024-11-06,1035.5914306640625,0,0,0.0,0.009523853722917197,1.024455411866493,2.025226148719477
2024-11-07,1040.476318359375,0,0,0.0,0.004717002816622573,1.024455411866493,2.0347791461672844
2024-11-08,1064.9005126953125,0,0,0.0,0.023474051167689858,1.024455411866493,2.0825436559593635
2024-11-11,1060.015625,0,0,-0.0,-0.00458717752229143,1.024455411866493,2.0729906585115563
2024-11-12,1025.8216552734375,0,0,-0.0,-0.03225798650521072,1.024455411866493,2.0061201538238627
2024-11-13,1011.1671752929688,0,0,-0.0,-0.014285602087979465,1.024455411866493,1.9774615195656589
2024-11-14,1011.1671752929688,0,0,0.0,0.0,1.024455411866493,1.9774615195656589
2024-11-15,1011.1671752929688,0,0,0.0,0.0,1.024455411866493,1.9774615195656589
2024-11-18,1001.3973388671875,0,0,-0.0,-0.009661939849808343,1.024455411866493,1.9583554053083048
2024-11-19,1016.0520629882812,0,0,0.0,0.014634275079731696,1.024455411866493,1.9870145170134659
2024-11-20,1001.3973388671875,0,0,-0.0,-0.014423201974506306,1.024455411866493,1.9583554053083045
2024-11-21,986.7427978515625,0,0,-0.0,-0.014634092229766305,1.024455411866493,1.9296966516883614
2024-11-22,1016.0520629882812,0,0,0.0,0.029703044400763767,1.024455411866493,1.9870145170134659
2024-11-25,1006.2822265625,0,0,-0.0,-0.009615488006635697,1.024455411866493,1.9679084027561118
2024-11-26,986.7427978515625,0,0,-0.0,-0.019417443928911426,1.024455411866493,1.9296966516883614
2024-11-27,976.9730224609375,0,0,-0.0,-0.00990103541864884,1.024455411866493,1.9105906567927469
2024-11-28,981.85791015625,0,0,0.0,0.005000023115282914,1.024455411866493,1.920143654240554
2024-11-29,973.065185546875,0,0,-0.0,-0.008955190479624231,1.024455411866493,1.9029484020685883
2024-12-02,1011.1671752929688,0,0,0.0,0.03915666731482115,1.024455411866493,1.9774615195656584
2024-12-03,1030.7066650390625,0,0,0.0,0.019323698616336538,1.024455411866493,2.0156733899951482
2024-12-04,1045.3612060546875,0,0,0.0,0.014217955032889584,1.024455411866493,2.044332143615091
2024-12-05,1050.24609375,0,0,0.0,0.00467291847738327,1.024455411866493,2.053885141062899
2024-12-06,1040.476318359375,0,0,-0.0,-0.009302367748630358,1.024455411866493,2.0347791461672844
2024-12-09,1050.24609375,0,0,0.0,0.009389714324329779,1.024455411866493,2.053885141062899
2024-12-10,1040.476318359375,0,0,-0.0,-0.009302367748630358,1.024455411866493,2.0347791461672844
2024-12-11,1020.9368896484375,0,0,-0.0,-0.01877931132709232,1.024455411866493,1.996567395099534
2024-12-12,1039.5703125,0,0,0.0,0.01825129745089238,1.024455411866493,2.0330073405082487
2024-12-13,1044.473876953125,0,0,0.0,0.004716914665764849,1.024455411866493,2.0425968626482995
2024-12-16,1064.0885009765625,0,0,0.0,0.018779429965884997,1.024455411866493,2.0809556673789396
2024-12-17,1054.2811279296875,0,0,-0.0,-0.009216689248943366,1.024455411866493,2.0617761456518804
2024-12-18,1064.0885009765625,0,0,0.0,0.009302426826262034,1.024455411866493,2.0809556673789396
2024-12-19,1049.3775634765625,0,0,-0.0,-0.013824919155219773,1.024455411866493,2.052186623511829
2024-12-20,1015.0520629882812,0,0,-0.0,-0.03271034342926271,1.024455411866493,1.985058894275818
2024-12-23,1059.184814453125,0,0,0.0,0.04347831315658657,1.024455411866493,2.0713659065154095
2024-12-24,1059.184814453125,0,0,0.0,0.0,1.024455411866493,2.0713659065154095
2024-12-25,1064.0885009765625,0,0,0.0,0.004629679784419194,1.024455411866493,2.080955667378939
2024-12-26,1064.0885009765625,0,0,0.0,0.0,1.024455411866493,2.080955667378939
2024-12-27,1068.991943359375,0,0,0.0,0.004608115188081019,1.024455411866493,2.090544950795511
2024-12-30,1068.991943359375,0,0,0.0,0.0,1.024455411866493,2.090544950795511
